repository,project_name,category,scorecard_aggregate,scorecard_binary_artifacts,scorecard_branch_protection,scorecard_ci_tests,scorecard_cii_best_practices,scorecard_code_review,scorecard_contributors,scorecard_dangerous_workflow,scorecard_dependency_update_tool,scorecard_fuzzing,scorecard_license,scorecard_maintained,scorecard_packaging,scorecard_pinned_dependencies,scorecard_sast,scorecard_security_policy,scorecard_signed_releases,scorecard_token_permissions,scorecard_vulnerabilities,criticality_score,repo_language,repo_license,repo_stars,repo_created_at,repo_updated_at,criticality_created_since,criticality_updated_since,criticality_contributor_count,criticality_org_count,criticality_commit_frequency,criticality_recent_release_count,criticality_updated_issues_count,criticality_closed_issues_count,criticality_issue_comment_frequency,criticality_github_mention_count,repo_name,repo_owner,repo_project,has_scorecard,has_criticality,has_both,scorecard_category,criticality_category,risk_assessment
https://github.com/IAMconsortium/pyam,pyam,Other,5.9,10.0,3.0,8.0,0.0,5.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,,0.0,9.0,0.42011,Python,Apache License 2.0,268.0,2017-07-27T09:05:14Z,2025-10-01T09:47:28Z,99.0,0.0,33.0,7.0,0.46,3.0,0.0,0.0,0.0,24.0,IAMconsortium/pyam,IAMconsortium,pyam,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/IAMconsortium/pyam,pyam,Other,5.9,10.0,3.0,8.0,0.0,5.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,,0.0,9.0,0.42011,Python,Apache License 2.0,268.0,2017-07-27T09:05:14Z,2025-10-01T09:47:28Z,99.0,0.0,33.0,7.0,0.46,3.0,0.0,0.0,0.0,24.0,IAMconsortium/pyam,IAMconsortium,pyam,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/IBM/rl-testbed-for-energyplus,rl-testbed-for-energyplus,Other,5.2,10.0,0.0,1.0,2.0,6.0,10.0,10.0,10.0,0.0,10.0,1.0,,0.0,0.0,10.0,,0.0,10.0,0.35137,Python,MIT License,212.0,2018-08-03T12:38:06Z,2025-09-18T05:01:02Z,87.0,0.0,11.0,5.0,0.04,0.0,0.0,1.0,0.0,11.0,IBM/rl-testbed-for-energyplus,IBM,rl-testbed-for-energyplus,True,True,True,Fair (4-6),Low (0.2-0.4),Standard
https://github.com/ICWallis/fractoolbox,fractoolbox,Other,2.7,10.0,0.0,,0.0,0.0,3.0,,0.0,0.0,10.0,0.0,,,0.0,0.0,,,10.0,0.24506,Python,Apache License 2.0,64.0,2020-08-19T19:55:52Z,2025-03-12T22:18:03Z,62.0,6.0,1.0,1.0,0.17,0.0,0.0,0.0,0.0,4.0,ICWallis/fractoolbox,ICWallis,fractoolbox,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
https://github.com/IDAES/idaes-pse,The IDAES Toolkit,Other,4.8,10.0,3.0,9.0,0.0,9.0,10.0,10.0,0.0,0.0,9.0,10.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.45724,Python,Other,268.0,2018-12-11T16:56:17Z,2025-10-03T23:12:28Z,82.0,0.0,99.0,3.0,1.15,4.0,0.0,0.0,0.0,291.0,IDAES/idaes-pse,IDAES,idaes-pse,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/IEA-Task-43/digital_wra_data_standard,Digital WRA Data Standards,Other,4.2,10.0,6.0,0.0,0.0,6.0,10.0,10.0,10.0,0.0,10.0,3.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.39428,Jupyter Notebook,"BSD 3-Clause ""New"" or ""Revised"" License",65.0,2019-12-03T21:26:02Z,2025-06-16T19:33:35Z,71.0,3.0,17.0,8.0,0.02,1.0,0.0,0.0,0.0,36.0,IEA-Task-43/digital_wra_data_standard,IEA-Task-43,digital_wra_data_standard,True,True,True,Fair (4-6),Low (0.2-0.4),Standard
https://github.com/IEAWindTask37/IEA-15-240-RWT,IEA-15-240-RWT,Other,4.1,0.0,6.0,2.0,0.0,8.0,10.0,10.0,0.0,0.0,10.0,6.0,,0.0,0.0,0.0,,0.0,10.0,0.35596,Roff,Apache License 2.0,252.0,2019-10-01T04:24:29Z,2025-07-06T13:39:01Z,73.0,3.0,21.0,5.0,0.83,4.0,0.0,1.0,0.0,0.0,IEAWindTask37/IEA-15-240-RWT,IEAWindTask37,IEA-15-240-RWT,True,True,True,Fair (4-6),Low (0.2-0.4),Standard
https://github.com/IIT-EnergySystemModels/openTEPES,openTEPES,Other,4.2,10.0,6.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.39346,Python,GNU Affero General Public License v3.0,47.0,2020-07-24T21:11:41Z,2025-10-04T17:29:20Z,63.0,0.0,9.0,2.0,7.65,2.0,0.0,0.0,0.0,173.0,IIT-EnergySystemModels/openTEPES,IIT-EnergySystemModels,openTEPES,True,True,True,Fair (4-6),Low (0.2-0.4),Standard
https://github.com/IIT-EnergySystemModels/openTEPES,openTEPES,Other,4.2,10.0,6.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.39346,Python,GNU Affero General Public License v3.0,47.0,2020-07-24T21:11:41Z,2025-10-04T17:29:20Z,63.0,0.0,9.0,2.0,7.65,2.0,0.0,0.0,0.0,173.0,IIT-EnergySystemModels/openTEPES,IIT-EnergySystemModels,openTEPES,True,True,True,Fair (4-6),Low (0.2-0.4),Standard
https://github.com/ImperialCollegeLondon/sharpy,SHARPy,Other,4.9,10.0,8.0,10.0,0.0,6.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,,0.0,10.0,0.40112,Python,"BSD 3-Clause ""New"" or ""Revised"" License",161.0,2016-09-29T10:08:21Z,2025-05-28T07:31:10Z,109.0,4.0,25.0,3.0,0.65,1.0,0.0,1.0,0.0,84.0,ImperialCollegeLondon/sharpy,ImperialCollegeLondon,sharpy,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/JGCRI/gcam-core,GCAM,Modeling,2.9,7.0,6.0,,0.0,0.0,10.0,,0.0,0.0,9.0,2.0,,,0.0,0.0,0.0,,8.0,0.51856,R,Other,361.0,2002-10-14T17:48:16Z,2025-10-02T20:53:01Z,279.0,0.0,96.0,5.0,0.56,6.0,0.0,0.0,0.0,3994.0,JGCRI/gcam-core,JGCRI,gcam-core,True,True,True,Poor (2-4),Medium (0.4-0.6),Medium Risk
https://github.com/Japhiolite/geothermics,geothermics,Other,2.9,10.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,10.0,0.0,,,0.0,0.0,,,10.0,0.26416,Jupyter Notebook,MIT License,48.0,2016-10-20T13:24:42Z,2022-06-01T08:46:44Z,109.0,40.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Japhiolite/geothermics,Japhiolite,geothermics,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
https://github.com/JuliaEnergy/Joulia.jl,Joulia.jl,Other,2.6,10.0,0.0,,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,,,0.0,0.0,,,10.0,0.18681,Julia,MIT License,35.0,2019-03-24T17:08:17Z,2019-03-28T17:01:01Z,79.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,JuliaEnergy/Joulia.jl,JuliaEnergy,Joulia.jl,True,True,True,Poor (2-4),Very Low (0-0.2),Low Priority
https://github.com/JuliaEnergy/PowerDynamics.jl,PowerDynamics.jl,Other,5.4,10.0,3.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,9.0,10.0,,0.0,0.0,0.0,,0.0,10.0,0.44445,Julia,Other,114.0,2018-10-09T11:07:57Z,2025-09-18T15:12:06Z,85.0,0.0,24.0,5.0,5.79,5.0,0.0,0.0,0.0,89.0,JuliaEnergy/PowerDynamics.jl,JuliaEnergy,PowerDynamics.jl,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/KTH-dESA/OnSSET-2016,OnSSET,Optimization,2.4,10.0,0.0,,0.0,0.0,10.0,,0.0,0.0,9.0,0.0,,,0.0,0.0,,,5.0,0.28681,Python,Other,24.0,2016-07-26T14:55:55Z,2019-11-25T10:13:01Z,111.0,71.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,KTH-dESA/OnSSET-2016,KTH-dESA,OnSSET-2016,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
https://github.com/LBNL-ETA/MSWH,Multiscale Solar Water Heating,Other,2.6,10.0,3.0,0.0,0.0,0.0,3.0,,0.0,0.0,9.0,0.0,,,0.0,0.0,0.0,,10.0,0.30198,Jupyter Notebook,Other,10.0,2019-05-22T21:13:45Z,2022-05-12T15:59:52Z,77.0,41.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,LBNL-ETA/MSWH,LBNL-ETA,MSWH,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
https://github.com/LBNL-JCI-ICF/better,BETTER,Other,2.3,10.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,9.0,0.0,,,0.0,0.0,0.0,,10.0,0.25051,Python,Other,46.0,2019-01-04T17:14:05Z,2021-08-25T17:30:28Z,82.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,LBNL-JCI-ICF/better,LBNL-JCI-ICF,better,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
https://github.com/LBNL-UCB-STI/beam,BEAM,Other,3.3,6.0,1.0,0.0,0.0,6.0,10.0,,10.0,0.0,9.0,0.0,,0.0,0.0,0.0,,,4.0,0.48608,Jupyter Notebook,Other,141.0,2016-11-07T20:38:29Z,2024-11-05T12:23:59Z,108.0,11.0,71.0,5.0,1.71,1.0,0.0,1.0,0.0,1397.0,LBNL-UCB-STI/beam,LBNL-UCB-STI,beam,True,True,True,Poor (2-4),Medium (0.4-0.6),Medium Risk
https://github.com/LibreSolar/bms-firmware,LibreSolar,Other,3.8,10.0,0.0,5.0,0.0,5.0,10.0,10.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,,0.0,10.0,0.31535,C,Apache License 2.0,186.0,2016-11-30T11:12:58Z,2025-04-02T13:43:14Z,107.0,6.0,10.0,3.0,0.29,0.0,0.0,0.0,0.0,2.0,LibreSolar/bms-firmware,LibreSolar,bms-firmware,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
https://github.com/LibreSolar/charge-controller-firmware,Charge Controller Firmware,Other,3.4,10.0,1.0,0.0,0.0,1.0,10.0,10.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,,0.0,10.0,0.30662,C++,Apache License 2.0,160.0,2016-08-02T12:02:09Z,2023-08-16T10:42:12Z,111.0,26.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,LibreSolar/charge-controller-firmware,LibreSolar,charge-controller-firmware,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
https://github.com/Lkruitwagen/solar-pv-global-inventory,"A Global Inventory of Commerical-, Industrial-, and Utility-Scale Photovoltaic Solar Generating Units",Other,1.5,10.0,0.0,,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,,,0.0,0.0,,,0.0,0.25265,Jupyter Notebook,MIT License,144.0,2019-11-24T22:39:07Z,2021-11-25T08:55:36Z,71.0,46.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,Lkruitwagen/solar-pv-global-inventory,Lkruitwagen,solar-pv-global-inventory,True,True,True,Very Poor (0-2),Low (0.2-0.4),Standard
https://github.com/MATPOWER/matpower,MATPOWER,Simulation,4.2,10.0,3.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,9.0,10.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.43318,MATLAB,Other,503.0,2003-04-14T14:51:46Z,2025-09-26T15:39:17Z,273.0,0.0,23.0,7.0,2.42,1.0,0.0,0.0,0.0,71.0,MATPOWER/matpower,MATPOWER,matpower,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/MATPOWER/matpower,MATPOWER,Simulation,4.2,10.0,3.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,9.0,10.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.43318,MATLAB,Other,503.0,2003-04-14T14:51:46Z,2025-09-26T15:39:17Z,273.0,0.0,23.0,7.0,2.42,1.0,0.0,0.0,0.0,71.0,MATPOWER/matpower,MATPOWER,matpower,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/MHKiT-Software/MHKiT-Python,MHKiT-Python,Other,5.1,10.0,0.0,10.0,2.0,6.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,,0.0,9.0,0.39392,Python,"BSD 3-Clause ""New"" or ""Revised"" License",55.0,2019-12-17T18:24:24Z,2025-09-30T21:14:25Z,70.0,0.0,21.0,5.0,0.92,2.0,0.0,0.0,0.0,28.0,MHKiT-Software/MHKiT-Python,MHKiT-Software,MHKiT-Python,True,True,True,Fair (4-6),Low (0.2-0.4),Standard
https://github.com/MassimoCimmino/pygfunction,pygfunction,Other,4.0,10.0,1.0,10.0,0.0,6.0,6.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36108,Python,"BSD 3-Clause ""New"" or ""Revised"" License",55.0,2017-08-14T20:13:54Z,2025-08-04T09:26:41Z,99.0,2.0,14.0,4.0,1.81,2.0,0.0,0.0,0.0,3.0,MassimoCimmino/pygfunction,MassimoCimmino,pygfunction,True,True,True,Fair (4-6),Low (0.2-0.4),Standard
https://github.com/NREL-SIIP/InfrastructureSystems.jl,InfrastructureSystems.jl,Other,5.6,10.0,6.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0,,0.0,0.0,0.0,,0.0,10.0,0.44788,Julia,"BSD 3-Clause ""New"" or ""Revised"" License",40.0,2019-08-16T19:31:11Z,2025-09-26T17:03:52Z,74.0,0.0,30.0,5.0,5.92,10.0,0.0,0.0,0.0,52.0,NREL-SIIP/InfrastructureSystems.jl,NREL-SIIP,InfrastructureSystems.jl,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/NREL-SIIP/PowerSimulations.jl,PowerSimulations.jl,Modeling,5.5,10.0,6.0,10.0,0.0,8.0,10.0,10.0,0.0,0.0,10.0,10.0,,0.0,0.0,0.0,,0.0,10.0,0.46353,Julia,"BSD 3-Clause ""New"" or ""Revised"" License",296.0,2017-11-03T21:11:22Z,2025-06-16T19:37:54Z,96.0,3.0,41.0,6.0,4.19,6.0,0.0,0.0,0.0,95.0,NREL-SIIP/PowerSimulations.jl,NREL-SIIP,PowerSimulations.jl,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/NREL-SIIP/PowerSimulationsDynamics.jl,PowerSimulationsDynamics.jl,Simulation,4.4,10.0,6.0,2.0,0.0,6.0,10.0,10.0,0.0,0.0,10.0,1.0,,0.0,0.0,0.0,,0.0,10.0,0.36061,Julia,"BSD 3-Clause ""New"" or ""Revised"" License",204.0,2019-09-22T07:48:38Z,2025-07-09T05:32:28Z,73.0,2.0,15.0,4.0,0.06,1.0,0.0,0.0,0.0,19.0,NREL-SIIP/PowerSimulationsDynamics.jl,NREL-SIIP,PowerSimulationsDynamics.jl,True,True,True,Fair (4-6),Low (0.2-0.4),Standard
https://github.com/NREL-SIIP/PowerSimulationsDynamics.jl,PowerSimulationsDynamics.jl,Simulation,4.4,10.0,6.0,2.0,0.0,6.0,10.0,10.0,0.0,0.0,10.0,1.0,,0.0,0.0,0.0,,0.0,10.0,0.36061,Julia,"BSD 3-Clause ""New"" or ""Revised"" License",204.0,2019-09-22T07:48:38Z,2025-07-09T05:32:28Z,73.0,2.0,15.0,4.0,0.06,1.0,0.0,0.0,0.0,19.0,NREL-SIIP/PowerSimulationsDynamics.jl,NREL-SIIP,PowerSimulationsDynamics.jl,True,True,True,Fair (4-6),Low (0.2-0.4),Standard
https://github.com/NREL-SIIP/PowerSystems.jl,PowerSystems.jl,Other,5.2,10.0,8.0,9.0,0.0,7.0,10.0,10.0,0.0,0.0,10.0,6.0,,0.0,0.0,0.0,,0.0,10.0,0.44696,Julia,"BSD 3-Clause ""New"" or ""Revised"" License",343.0,2017-12-12T21:11:06Z,2025-05-08T15:58:30Z,95.0,4.0,49.0,4.0,3.13,6.0,0.0,0.0,0.0,74.0,NREL-SIIP/PowerSystems.jl,NREL-SIIP,PowerSystems.jl,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/NREL/Industry-Energy-Tool,Industry Energy Tool,Other,2.7,10.0,0.0,,0.0,0.0,3.0,,0.0,0.0,9.0,0.0,,,0.0,0.0,,,10.0,0.23331,Python,Other,20.0,2018-05-07T15:48:04Z,2021-10-01T15:56:20Z,90.0,48.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NREL/Industry-Energy-Tool,NREL,Industry-Energy-Tool,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
https://github.com/NREL/NRWAL,NRWAL,Other,3.5,10.0,6.0,0.0,0.0,5.0,10.0,10.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,,0.0,2.0,0.35306,Python,"BSD 3-Clause ""New"" or ""Revised"" License",21.0,2020-12-07T16:23:18Z,2024-06-25T20:15:37Z,58.0,15.0,13.0,5.0,0.0,2.0,0.0,0.0,0.0,9.0,NREL/NRWAL,NREL,NRWAL,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
https://github.com/NREL/OpenOA,OpenOA,Other,4.6,10.0,6.0,1.0,0.0,4.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,4.0,,0.0,10.0,0.39566,Jupyter Notebook,"BSD 3-Clause ""New"" or ""Revised"" License",215.0,2016-12-22T18:16:30Z,2025-05-20T15:50:32Z,106.0,4.0,28.0,5.0,0.08,1.0,0.0,0.0,0.0,32.0,NREL/OpenOA,NREL,OpenOA,True,True,True,Fair (4-6),Low (0.2-0.4),Standard
https://github.com/NREL/OpenStudio,OpenStudio,Other,4.1,9.0,3.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,9.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.56265,C++,Other,555.0,2013-06-19T22:02:49Z,2025-08-25T13:41:35Z,149.0,1.0,79.0,5.0,14.48,9.0,0.0,0.0,0.0,8989.0,NREL/OpenStudio,NREL,OpenStudio,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/NREL/OpenStudio-ERI,OpenStudio-ERI,Other,2.7,10.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,10.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.49976,Ruby,Other,23.0,2014-08-20T18:03:55Z,2025-08-28T05:16:25Z,135.0,1.0,20.0,7.0,10.56,6.0,0.0,0.0,0.0,793.0,NREL/OpenStudio-ERI,NREL,OpenStudio-ERI,True,True,True,Poor (2-4),Medium (0.4-0.6),Medium Risk
https://github.com/NREL/OpenStudio-HPXML,OpenStudio-HPXML,Other,3.4,10.0,6.0,4.0,0.0,2.0,10.0,0.0,0.0,0.0,9.0,10.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.50734,Ruby,Other,54.0,2018-11-02T23:02:25Z,2025-10-03T17:32:39Z,84.0,0.0,20.0,4.0,37.9,3.0,0.0,0.0,0.0,4279.0,NREL/OpenStudio-HPXML,NREL,OpenStudio-HPXML,True,True,True,Poor (2-4),Medium (0.4-0.6),Medium Risk
https://github.com/NREL/PV_ICE,PV_ICE,Other,3.6,10.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.34002,HTML,Other,43.0,2020-03-18T21:31:34Z,2024-09-27T13:44:58Z,67.0,12.0,10.0,1.0,0.0,3.0,0.0,0.0,0.0,70.0,NREL/PV_ICE,NREL,PV_ICE,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
https://github.com/NREL/REopt_Lite_API,REopt Lite API,Optimization,5.5,7.0,6.0,6.0,0.0,6.0,10.0,10.0,10.0,0.0,9.0,10.0,,0.0,0.0,0.0,,0.0,7.0,0.41849,Python,Other,112.0,2018-12-17T21:24:59Z,2025-10-02T20:53:21Z,82.0,0.0,23.0,2.0,7.08,12.0,0.0,0.0,0.0,43.0,NREL/REopt_Lite_API,NREL,REopt_Lite_API,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/NREL/SAM,System Advisor Model,Other,3.6,2.0,3.0,8.0,0.0,8.0,10.0,0.0,10.0,0.0,10.0,10.0,,0.0,0.0,0.0,,0.0,2.0,0.49307,C++,"BSD 3-Clause ""New"" or ""Revised"" License",408.0,2013-01-10T02:52:47Z,2025-10-03T16:31:19Z,155.0,0.0,47.0,4.0,10.98,3.0,0.0,0.0,0.0,845.0,NREL/SAM,NREL,SAM,True,True,True,Poor (2-4),Medium (0.4-0.6),Medium Risk
https://github.com/NREL/SolTrace,SolTrace,Other,3.7,3.0,6.0,10.0,0.0,4.0,6.0,10.0,0.0,0.0,9.0,1.0,,0.0,0.0,0.0,,0.0,10.0,0.35936,C++,Other,50.0,2017-06-29T15:20:21Z,2025-09-16T19:51:01Z,100.0,0.0,11.0,3.0,1.48,1.0,0.0,0.0,0.0,14.0,NREL/SolTrace,NREL,SolTrace,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
https://github.com/NREL/SolarPILOT,SolarPILOT,Other,2.9,8.0,3.0,,0.0,0.0,6.0,,0.0,0.0,9.0,0.0,,,0.0,0.0,,,10.0,0.31027,C++,Other,55.0,2017-03-24T18:22:25Z,2025-04-03T16:29:25Z,103.0,6.0,3.0,2.0,0.06,0.0,0.0,0.0,0.0,27.0,NREL/SolarPILOT,NREL,SolarPILOT,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
https://github.com/NREL/WindSE,WindSE,Other,3.4,10.0,0.0,0.0,0.0,5.0,6.0,10.0,0.0,0.0,9.0,0.0,,0.0,0.0,0.0,,0.0,8.0,0.29714,Python,Other,55.0,2019-04-26T21:00:20Z,2023-07-11T19:52:21Z,78.0,27.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,NREL/WindSE,NREL,WindSE,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
https://github.com/NREL/bifacial_radiance,bifacial_radiance,Other,4.0,7.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,2.0,10.0,0.0,0.0,0.0,,0.0,3.0,0.42066,Python,"BSD 3-Clause ""New"" or ""Revised"" License",98.0,2017-04-19T19:51:14Z,2025-05-12T19:20:19Z,103.0,4.0,16.0,4.0,0.48,3.0,0.0,1.0,0.0,204.0,NREL/bifacial_radiance,NREL,bifacial_radiance,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/NREL/bifacialvf,bifacialvf,Other,4.0,10.0,0.0,2.0,0.0,0.0,10.0,10.0,10.0,0.0,9.0,0.0,,0.0,0.0,0.0,,0.0,9.0,0.3223,Python,Other,32.0,2017-09-29T14:56:01Z,2024-08-26T19:16:32Z,97.0,13.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,12.0,NREL/bifacialvf,NREL,bifacialvf,True,True,True,Fair (4-6),Low (0.2-0.4),Standard
https://github.com/NREL/dgen,The Distributed Generation Market Demand (dGen) Model,Other,4.7,10.0,6.0,10.0,0.0,10.0,6.0,10.0,0.0,0.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.35633,Python,"BSD 3-Clause ""New"" or ""Revised"" License",71.0,2020-04-15T15:51:02Z,2025-09-08T20:37:20Z,66.0,0.0,12.0,3.0,2.67,1.0,0.0,0.0,0.0,12.0,NREL/dgen,NREL,dgen,True,True,True,Fair (4-6),Low (0.2-0.4),Standard
https://github.com/NREL/hescore-hpxml,HPXML to Home Energy Score Translator,Other,3.8,10.0,6.0,0.0,0.0,2.0,6.0,10.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,,0.0,10.0,0.34509,Python,"BSD 2-Clause ""Simplified"" License",20.0,2014-08-21T19:46:09Z,2024-03-06T17:42:07Z,135.0,19.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,55.0,NREL/hescore-hpxml,NREL,hescore-hpxml,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
https://github.com/NREL/rdtools,rdtools,Other,5.9,10.0,2.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,8.0,10.0,0.0,0.0,0.0,,0.0,7.0,0.41608,Python,MIT License,165.0,2016-11-18T22:17:01Z,2025-08-21T14:11:00Z,108.0,1.0,24.0,5.0,3.98,4.0,0.0,0.0,0.0,14.0,NREL/rdtools,NREL,rdtools,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/NREL/rdtools,rdtools,Other,5.9,10.0,2.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,8.0,10.0,0.0,0.0,0.0,,0.0,7.0,0.41608,Python,MIT License,165.0,2016-11-18T22:17:01Z,2025-08-21T14:11:00Z,108.0,1.0,24.0,5.0,3.98,4.0,0.0,0.0,0.0,14.0,NREL/rdtools,NREL,rdtools,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/NREL/reV,reV,Other,5.1,10.0,6.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,,0.0,10.0,0.45075,Python,"BSD 3-Clause ""New"" or ""Revised"" License",129.0,2018-08-30T20:37:20Z,2025-09-17T03:51:16Z,86.0,0.0,18.0,6.0,8.63,15.0,0.0,0.0,0.0,36.0,NREL/reV,NREL,reV,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/NREL/reVX,reVX,Other,5.1,10.0,6.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,,0.0,10.0,0.39482,Python,"BSD 3-Clause ""New"" or ""Revised"" License",26.0,2019-08-08T21:07:31Z,2025-08-13T03:16:01Z,74.0,1.0,11.0,6.0,2.42,5.0,0.0,0.0,0.0,13.0,NREL/reVX,NREL,reVX,True,True,True,Fair (4-6),Low (0.2-0.4),Standard
https://github.com/NREL/resstock,resstock,Other,4.2,10.0,8.0,10.0,0.0,4.0,10.0,0.0,0.0,0.0,9.0,10.0,,0.0,0.0,0.0,,0.0,10.0,0.50245,Ruby,Other,130.0,2016-03-11T21:35:00Z,2025-10-03T20:48:42Z,116.0,0.0,47.0,4.0,41.44,2.0,0.0,0.0,0.0,676.0,NREL/resstock,NREL,resstock,True,True,True,Fair (4-6),Medium (0.4-0.6),Standard
https://github.com/NewMotion/ocpp,The Open Charge Point Protocol,Other,3.0,10.0,0.0,0.0,0.0,3.0,6.0,,0.0,0.0,10.0,0.0,,,0.0,0.0,,,10.0,0.3111,Scala,GNU General Public License v3.0,204.0,2012-08-01T06:14:34Z,2021-10-07T16:49:47Z,160.0,48.0,19.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,NewMotion/ocpp,NewMotion,ocpp,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
https://github.com/OSUKED/ElexonDataPortal,ElexonDataPortal,Other,3.1,10.0,3.0,,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.25741,Jupyter Notebook,MIT License,57.0,2019-06-02T12:13:51Z,2023-04-01T18:55:39Z,77.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,OSUKED/ElexonDataPortal,OSUKED,ElexonDataPortal,True,True,True,Poor (2-4),Low (0.2-0.4),Standard
